reporting_period,organisation,sector,feedback_category,Feedback_channel,status,District,SubDistrict,location,LAT,LON
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Others,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Education,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Barat,,-1.0647622,119.839338
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Information/Report,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
May/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Food Security and Livelihoods,Others,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Food Security and Livelihoods,Others,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
May/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Jan/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Tawaeli,,-0.6913922,119.892291
Jan/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Jan/19,PMI,Relief,Question,Face to face,Closed,Palu,Banawa,,-0.7373055,119.755588
Jan/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,PMI,Shelter and NFI,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,PMI,Shelter and NFI,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,PMI,Water and Sanitation,Question,Face to face,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Jan/19,PMI,Other Sectors,Thank you note,Face to face,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Feb/19,PMI,Health and Nutrition,Information/Report,Face to face,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Feb/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Feb/19,PMI,Shelter and NFI,Information/Report,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Food Security and Livelihoods,Request for Assistances,Face to face,On process,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Health and Nutrition,Information/Report,Face to face,On process,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Water and Sanitation,Request for Assistances,Face to face,On process,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Parigi Moutong,Parigi Utara,,-0.7094342,120.05731
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Parigi Moutong,Parigi Utara,,-0.7094342,120.05731
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Food Security and Livelihoods,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Shelter and NFI,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sirenja,,-0.2501195,119.863615
Feb/19,PMI,Shelter and NFI,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Shelter and NFI,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Other Sectors,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Relief,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,PMI,Health and Nutrition,Request for Assistances,Face to face,Closed,Sigi,Dolo,,-1.0140311,119.867469
